start, 504826861810670
embed, 504844035492091
retrieve, 504844346080371
prompt, 504850548567257
generate, 504850549509975
embed, 504852635566247
retrieve, 504852688198130
prompt, 504858413172897
generate, 504858414027024
embed, 504863808888610
retrieve, 504863860775711
prompt, 504868641007409
generate, 504868641592114
embed, 504871635370686
retrieve, 504871689008557
prompt, 504876741605256
generate, 504876741965779
free_models, 504879662951960
done, 504880359647132
